S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm),F (mg/L),NO3 (mg/L),Fe (ppm),As (ppb),U (ppb),As (mg/L),U (mg/L),HPI,Category
183,Assam,Golaghat,2 No. Balijan,93.8365,26.4811,2023,6.9,204,0.19,5,0.98,0.49,0.01,0.0005,0,331.6,unsafe
184,Assam,Golaghat,Bokaghat,93.6278,26.6372,2023,6.63,165,0.04,4,0.16,0.18,0,0.0002,0,55.133,moderate
185,Assam,Golaghat,Dakkhin Hengra,94.0614,26.5978,2023,7.31,262,0.19,1,0.99,0.56,0.02,0.0006,0,335.667,unsafe
186,Assam,Golaghat,Garampani,93.8806,26.3925,2023,6.73,298,0.19,38,0.19,0.26,0.01,0.0003,0,65.967,moderate
187,Assam,Golaghat,Haldibari Burhi Aai,93.3258,26.5872,2023,6.99,106,0.02,6,1.92,0.59,2.69,0.0006,0.0027,654.867,unsafe
188,Assam,Golaghat,Upper Merapani,94.1364,26.52,2023,6.5,226,0.19,1,0.01,1.3,0.01,0.0013,0,16.367,safe
189,Assam,Hailakandi,Katlicherra New,92.6411,24.4619,2023,7.37,375,0.41,5,0.75,0.08,0.1,0.0001,0.0001,251.133,unsafe
190,Assam,Hailakandi,Burakhai,92.6914,24.6292,2023,7.01,198,0.3,4,5.99,1.81,0.1,0.0018,0.0001,2015.1,unsafe
191,Assam,Hailakandi,Lala,92.5619,24.5978,2023,6.46,141,0.15,10,0.39,0.08,0.01,0.0001,0,130.833,unsafe
192,Assam,Hojai,Lanka,92.9508,25.9214,2023,6.95,786,0.17,0,0.36,1,2.01,0.001,0.002,136.7,unsafe
193,Assam,Hojai,Zebra Khua,92.8086,26.1386,2023,7.55,225,0.17,7,0.46,0.43,0,0.0004,0,157.633,unsafe
194,Assam,Jorhat,Kokilamukh,94.1678,26.8194,2023,6.74,259,0.05,4,1.19,0.71,0.19,0.0007,0.0002,404.4,unsafe
195,Assam,Jorhat,Kunwari Pukhuri,94.2072,26.6983,2023,7.03,533,0.31,14,1.11,0.07,0.27,0.0001,0.0003,371.6,unsafe
196,Assam,Kamrup,Boko,91.245,25.9833,2023,7.1,145,0.14,2,0.09,0.09,0.01,0.0001,0,30.933,safe
197,Assam,Kamrup,Chhaygaon,91.3597,26.0411,2023,7.32,330,0.12,4,0.46,0.03,1.04,0,0.001,157.1,unsafe
198,Assam,Kamrup,Rani Ii,91.6061,26.0651,2023,6.52,110,0.04,0,1.08,0.08,0.03,0.0001,0,360.9,unsafe
199,Assam,Kamrup,Abhaypur,91.5539,26.2542,2023,7.27,489,0.19,13,2.06,0.27,1.94,0.0003,0.0019,695.833,unsafe
200,Assam,Kamrup,Dhobartari,91.6904,26.2479,2023,7.26,260,0.41,11,0.47,0.96,0.01,0.001,0,166.3,unsafe
201,Assam,Kamrup,Kachkatc,91.9643,26.1175,2023,7.34,345,0.04,3,1.2,2.9,0.18,0.0029,0.0002,429.6,unsafe
202,Assam,Kamrup,Khetri Ii,92.0822,26.1135,2023,7.34,306,0.04,1,0.6,0.29,0.08,0.0003,0.0001,203.167,unsafe
203,Assam,Kamrup,Rangia,91.6239,26.4375,2023,8.32,654,0.11,3,0.73,1.88,0.82,0.0019,0.0008,264.867,unsafe
204,Assam,Kamrup,Sualkuchi,91.5708,26.1672,2023,7.24,518,0.19,33,0.67,7.81,26.99,0.0078,0.027,391.4,unsafe
205,Assam,Kamrup,Topatoli N/Bamfo,92.1383,26.1033,2023,6.83,248,0.09,2,0.1,0.07,0.03,0.0001,0,34.133,safe
206,Assam,Karimganj,Badarpur,92.5972,24.8711,2023,7.24,156,0.06,12,0.94,0.66,0.05,0.0007,0.0001,320.1,unsafe
207,Assam,Karimganj,Sarkaribari,92.4122,24.565,2023,6.71,180,0.14,18,2.67,0.86,0.13,0.0009,0.0001,899.033,unsafe
208,Assam,Karimganj,Hatikira,92.3181,24.4611,2023,7.4,173,0.33,2,0.57,0.13,0.1,0.0001,0.0001,191.633,unsafe
209,Assam,Karimganj,Kalinagar,92.4836,24.5842,2023,7.61,305,1,10,2.02,0.05,0.08,0.0001,0.0001,674.1,unsafe
210,Assam,Karimganj,Kayasthagram,92.4461,24.7206,2023,6.58,218,0.2,4,0.39,0.54,1.01,0.0005,0.001,138.767,unsafe
211,Assam,Karimganj,Karimganj,92.3639,24.8647,2023,7.48,260,0.42,9,1.07,0.23,0.08,0.0002,0.0001,359.233,unsafe
212,Assam,Karimganj,Dhaulia,92.3622,24.6239,2023,7.07,216,0.47,3,0.79,0.01,0.13,0,0.0001,263.867,unsafe
213,Assam,Karimganj,Patharkandi,92.3206,24.5944,2023,6.6,186,0.47,17,16.98,0.09,0.52,0.0001,0.0005,5662.633,unsafe
214,Assam,Karimganj,Dengarbond,92.5481,24.9183,2023,6.74,224,0.15,11,0.78,0.66,0.02,0.0007,0,266.667,unsafe
215,Assam,Karimganj,Mahakul,92.8419,25.4003,2023,7.03,169,0.31,1,0.47,0.88,0.06,0.0009,0.0001,165.667,unsafe
216,Assam,Karimganj,Rangamati,92.4956,24.4817,2023,6.74,132,0.03,10,0.86,1.94,0.07,0.0019,0.0001,306.3,unsafe
217,Assam,Morigaon,Baghara,92.2758,26.2267,2023,7.29,3590,0.11,5,0.7,1.98,0.32,0.002,0.0003,254.2,unsafe
218,Assam,Morigaon,Jagiroad,92.1947,26.12,2023,6.45,485,0.1,7,0.25,9.53,0.01,0.0095,0,178.667,unsafe
219,Assam,Morigaon,Silsang Namghar,92.3508,26.1217,2023,7.23,157,0.05,1,0.25,0.06,0.67,0.0001,0.0007,86.167,moderate
220,Assam,Nagaon,Bamuni,92.8011,26.3,2023,7.19,303,0.11,2,0.28,0.34,0.29,0.0003,0.0003,97.7,moderate
221,Assam,Nagaon,Bichamari,92.46,26.4014,2023,6.89,522,0.14,35,0.07,0.45,0.49,0.0005,0.0005,29.467,safe
222,Assam,Nagaon,Doboka,92.8881,26.1319,2023,6.94,29,0.19,1,0.8,0,0.1,0,0.0001,267,unsafe
223,Assam,Nagaon,Haldiati Sub Bt,92.9433,26.1725,2023,6.82,272,0.06,1,0.13,0,0,0,0,43.333,safe
224,Assam,Nagaon,Kathiatoli,92.736,26.1883,2023,7.07,657,0.1,3,0.53,0.77,0.67,0.0008,0.0007,186.6,unsafe
225,Assam,Nagaon,Naderigaon/ Basin Dicate,92.6569,26.1592,2023,7.16,1302,0.17,11,6.98,3.01,0.84,0.003,0.0008,2359.567,unsafe
226,Assam,Nagaon,Phulaguri,93.0853,26.5753,2023,7.47,356,0.13,1,0.57,0.07,0.09,0.0001,0.0001,191,unsafe
227,Assam,Nalbari,Athiabari,91.2767,26.5985,2023,7.78,129,0.05,6,0.76,1,0.32,0.001,0.0003,264.4,unsafe
228,Assam,Nalbari,Daulasal,91.2293,26.2695,2023,7.86,412,0.12,4,0.1,2.54,0.9,0.0025,0.0009,61.733,moderate
229,Assam,Nalbari,Tihu,91.2692,26.4751,2023,8.14,550,0.21,8,0.8,0.98,0,0.001,0,276.467,unsafe
230,Assam,Sonitpur,Barchola,92.3803,26.6053,2023,7.62,128,0.07,17,0.68,1.61,0.36,0.0016,0.0004,243.967,unsafe
231,Assam,Sonitpur,Chaduar,92.7802,26.8546,2023,7.91,268,0.08,5,1.04,0.1,0.48,0.0001,0.0005,349.267,unsafe
232,Assam,Sonitpur,Dekhiajuli,92.4708,26.7031,2023,8.1,194,0.13,4,1.71,0.53,0.02,0.0005,0,575.367,unsafe
233,Assam,Sonitpur,Garumari,92.7716,26.5713,2023,7.01,173,0.08,1,0.13,0.05,0.01,0.0001,0,43.867,safe
234,Assam,Sonitpur,Tupia,92.9111,26.799,2023,7.62,247,0.11,10,1.2,2.07,0.76,0.0021,0.0008,423.233,unsafe
235,Assam,Tezpur,Tezpur,92.3802,26.6054,2023,7.51,452,0.07,2,0.2,1.96,0.09,0.002,0.0001,86.567,moderate
236,Assam,Tinsukia,Panitola,95.2545,27.4954,2023,7.42,207,0.1,5,0.06,0.07,0.01,0.0001,0,20.733,safe
237,Assam,Tinsukia,Tinsukia,95.3519,27.4849,2023,6.55,122,0.18,0,0.05,0.05,0.04,0.0001,0,17.3,safe
238,Assam,Tinsukia,Kumsang Selenguri,95.6331,27.6197,2023,7.21,103,0.15,1,0.08,0.61,0.09,0.0006,0.0001,33.067,safe
239,Assam,Tinsukia,Borgolai,95.713,27.2775,2023,7.61,101,0.17,0,3.07,0.97,0.01,0.001,0,1033.067,unsafe
240,Assam,Tinsukia,Digboi,95.6154,27.3803,2023,7.3,103,0.16,1,0.08,0.09,0.1,0.0001,0.0001,27.9,safe
241,Assam,Tinsukia,Jagun,95.9036,27.383,2023,7.44,102,0.17,1,0.04,0.61,0.07,0.0006,0.0001,19.667,safe
242,Assam,Tinsukia,Lekhapani,95.8181,27.3197,2023,7.61,200,0.05,6,0.15,0.08,0.06,0.0001,0.0001,51,moderate
243,Assam,Tinsukia,Tirap Gate,95.8483,27.3331,2023,6.84,109,0.2,0,0.98,0.46,0.04,0.0005,0,331.4,unsafe
244,Assam,Udalguri,Hatitopagaon,92.3095,26.8517,2023,7.79,150,0.12,12,0.59,0.59,0.08,0.0006,0.0001,202.833,unsafe
245,Assam,Udalguri,Kachabil,91.9128,26.7517,2023,7.83,95,0.05,2,1.79,0.61,0.03,0.0006,0,602.867,unsafe
246,Assam,Udalguri,Rowta Chariali,92.2056,26.7117,2023,8.37,630,0.24,11,0.89,0.25,1.66,0.0003,0.0017,304.7,unsafe
247,Assam,Udalguri,Token Katta,91.9145,26.6349,2023,8.23,215,0.11,9,5.39,0.2,0.05,0.0002,0.0001,1798.833,unsafe
248,Assam,West Karbi Anglong,Boithalangsu,92.5978,25.9728,2023,6.59,175,0.06,0,0.32,0.31,0.01,0.0003,0,109.8,unsafe
249,Assam,West Karbi Anglong,Donkamokam,92.71,25.9328,2023,6.45,132,0.04,0,0.61,1.31,0.15,0.0013,0.0001,216.933,unsafe
250,Assam,West Karbi Anglong,Kalonga,92.7678,25.8617,2023,6.54,90,0.01,3,0.09,0.3,0.16,0.0003,0.0002,33.533,safe
251,Assam,West Karbi Anglong,Kheronighat,92.8842,25.8475,2023,7.36,339,0.03,24,1.14,0.34,0.19,0.0003,0.0002,384.033,unsafe
252,Assam,Biswanath,Borgang New (Koherbari),93.2946,26.8346,2023,7.77,465,0.05,2,0.78,0.67,0.01,0.0007,0,266.733,unsafe
253,Assam,Biswanath,Behali,93.3578,26.8323,2023,7.75,457,0.04,3,0.7,0.1,0.09,0.0001,0.0001,234.633,unsafe
254,Assam,Biswanath,Biswanath Chariali,93.1518,26.7253,2023,7.75,465,0.05,2,0.96,0.76,0.15,0.0008,0.0001,328.1,unsafe
255,Assam,Biswanath,Gohpur New,93.6099,26.88,2023,7.82,471,0.05,3,0.9,0.75,0.02,0.0008,0,307.567,unsafe
256,Assam,Biswanath,Helem New,93.4658,26.85,2023,7.99,458,0.06,2,0.09,0.1,0.09,0.0001,0.0001,31.3,safe
257,Assam,Dhemaji,Bordoloni,94.4272,27.4134,2023,7.54,179,0.05,0,0.36,0.68,0,0.0007,0,126.8,unsafe
258,Assam,Dhemaji,Dhemaji,94.5878,27.5117,2023,7.88,182,0.08,0,0.19,0.25,0.02,0.0003,0,65.9,moderate
259,Assam,Dhemaji,Santipur,94.505,27.5553,2023,7.59,262,0.04,0,0.76,0.82,0.1,0.0008,0.0001,261.867,unsafe
260,Assam,Dhemaji,Bhagaban Charali,94.8566,27.7098,2023,7.25,274,0.06,0,1.4,5,0.21,0.005,0.0002,517.367,unsafe
261,Assam,Dhemaji,Bijoypur,95.1668,27.7804,2023,7.28,274,0.06,0,0.06,0.06,0.02,0.0001,0,20.667,safe
262,Assam,Dhemaji,Jonai Murkongselek,95.1467,27.8367,2023,7.55,250,0.04,0,0.67,0.81,0,0.0008,0,231.433,unsafe
263,Assam,Dhemaji,Telem,95.0556,27.7125,2023,7.84,202,0.05,5,0.98,0.16,0.1,0.0002,0.0001,328.6,unsafe
264,Assam,Dhemaji,Siripani,94.65,27.5828,2023,7.7,267,0.07,0,0.81,0.56,0.01,0.0006,0,275.633,unsafe
265,Assam,Dhemaji,Sisibargaon,94.7222,27.5417,2023,7.72,200,0.05,5,0.97,0.01,0,0,0,323.433,unsafe
266,Assam,Lakhimpur,Bihpuria,93.9083,27.0333,2023,7.93,203,0.04,4,0.18,3.4,0.03,0.0034,0,94.1,moderate
267,Assam,Lakhimpur,Boginadi Balijan New,94.189,27.3836,2023,7.74,202,0.03,5,0.57,0.23,0.01,0.0002,0,192.333,unsafe
268,Assam,Lakhimpur,Borbil Tariyani,94.1746,27.4029,2023,7.27,112,0.11,1,0.59,0.01,0,0,0,196.767,unsafe
269,Assam,Lakhimpur,Kadam,94.15,27.3,2023,7.71,384,0.05,26,0.73,0.09,0.1,0.0001,0.0001,244.567,unsafe
270,Assam,Lakhimpur,Moridirgha,94.1356,27.3235,2023,7.64,378,0.05,26,0.05,0.1,0.01,0.0001,0,17.7,safe
271,Assam,Lakhimpur,Pathalipam,94.23,27.4477,2023,8.12,466,0.1,2,3.81,0.02,0.01,0,0,1270.233,unsafe
272,Assam,Lakhimpur,Pathalipam Ii,94.21,27.44,2023,7.8,436,0.05,2,2.03,3.03,0.01,0.003,0,707,unsafe
273,Assam,Lakhimpur,Harmoti,93.8539,27.1229,2023,7.57,383,0.05,26,0.58,0.82,0.08,0.0008,0.0001,201.8,unsafe
274,Assam,Lakhimpur,Dejoo,94.0253,27.2716,2023,7.65,204,0.05,5,0.21,0.03,0.01,0,0,70.333,moderate
275,Assam,Lakhimpur,Koilamari 6 No Line,94.0425,27.3159,2023,7.66,376,0.04,26,0.09,0.45,0.01,0.0005,0,34.533,safe
276,Assam,Lakhimpur,N. Lakhipur,94.1028,27.2224,2023,7.68,380,0.05,26,0.53,0.08,0.01,0.0001,0,177.5,unsafe
277,Assam,Lakhimpur,Panigaon,94.1107,27.1374,2023,7.83,464,0.08,2,0.4,1.11,0.06,0.0011,0.0001,144.633,unsafe
278,Assam,Lakhimpur,Dolanghat Chara,93.9984,27.1633,2023,7.62,368,0.04,26,1.03,0.06,0.03,0.0001,0,344.033,unsafe
279,Assam,Lakhimpur,Bhogpur Charali,93.8328,27.0466,2023,7.72,200,0.03,5,0.63,0.06,0.01,0.0001,0,210.633,unsafe
280,Assam,Lakhimpur,Narayanpur,93.8549,26.9535,2023,7.79,451,0.05,2,0.01,0.04,0.01,0,0,3.767,safe
281,Bihar,Araria,Araria,87.4609,26.1432,2023,7.91,522,0.09,29,-,-,8.53,NaN,0.0085,28.433,safe
282,Bihar,Araria,Paikapar,87.1504,26.0653,2023,7.63,596,0.7,18,-,-,9.68,NaN,0.0097,32.267,safe
283,Bihar,Araria,Bathnaha 1,87.1497,26.0693,2023,7.84,199,0.13,6,-,-,0.21,NaN,0.0002,0.7,safe
284,Bihar,Araria,Haripur,87.2315,26.2315,2023,7.54,350,0.13,9,-,-,6.54,NaN,0.0065,21.8,safe
285,Bihar,Araria,Matiyari,87.251,26.3206,2023,7.89,826,0.85,27,-,-,0,NaN,0,0,safe
286,Bihar,Araria,Jokihat,87.6559,26.1612,2023,7.91,1004,0.29,5,-,-,0,NaN,0,0,safe
287,Bihar,Araria,Palasi,87.224,26.3228,2023,7.92,259,0.34,1,-,-,3.05,NaN,0.003,10.167,safe
288,Bihar,Araria,Raniganj,87.2321,26.0949,2023,7.72,559,0.12,28,-,-,0.62,NaN,0.0006,2.067,safe
289,Bihar,Araria,Sikti,87.5479,26.4064,2023,7.81,389,0.32,1,-,-,0.21,NaN,0.0002,0.7,safe
290,Bihar,Arwal,Arwal,84.6668,25.2495,2023,7.65,1031,0.65,32,-,-,0,NaN,0,0,safe
291,Bihar,Arwal,Dirpal Bigha,84.7032,25.2943,2023,7.81,488,0.69,50,-,-,0,NaN,0,0,unsafe
292,Bihar,Arwal,Imamganj,84.7489,25.2152,2023,7.93,678,0.61,11,-,-,0.91,NaN,0.0009,3.033,safe
293,Bihar,Arwal,Madhubani,84.6045,25.1904,2023,7.97,266,0.43,0,-,-,9.81,NaN,0.0098,32.7,safe
294,Bihar,Arwal,Kaler,84.5002,25.1172,2023,7.78,603,0.5,4,-,-,0,NaN,0,0,safe
295,Bihar,Arwal,Bairbigha,84.7151,25.1535,2023,7.82,657,0.36,13,-,-,5.61,NaN,0.0056,18.7,safe
296,Bihar,Arwal,Kinjer,84.8291,25.2168,2023,7.89,405,0.39,5,-,-,12.65,NaN,0.0126,42.167,safe
297,Bihar,Arwal,Kurtha,84.8089,25.1247,2023,7.96,739,0.54,3,-,-,0,NaN,0,0,safe
298,Bihar,Arwal,Jhunathi,84.8853,25.2114,2023,8.11,648,0.6,0,-,-,6.13,NaN,0.0061,20.433,safe
299,Bihar,Arwal,Bansi Surajpur,84.7324,25.1146,2023,8.03,1616,0.74,3,-,-,11.54,NaN,0.0115,38.467,unsafe
300,Bihar,Aurangabad,Aurangabad,84.3845,24.7462,2023,7.85,2614,0.75,30,-,-,26.71,NaN,0.0267,89.033,unsafe
301,Bihar,Aurangabad,Parnawa,84.3445,24.8407,2023,7.84,586,0.72,20,-,-,6.58,NaN,0.0066,21.933,safe
302,Bihar,Aurangabad,Barun,84.2128,24.8685,2023,8.05,485,0.68,6,-,-,4.61,NaN,0.0046,15.367,safe
303,Bihar,Aurangabad,Narari Kala,84.1491,24.7877,2023,7.88,683,0.66,9,-,-,0,NaN,0,0,safe
304,Bihar,Aurangabad,Daudnagar,84.4049,25.0346,2023,8.01,1635,0.63,15,-,-,10.5,NaN,0.0105,35,unsafe
305,Bihar,Aurangabad,Deo1,84.4401,24.6687,2023,7.78,1185,0.82,14,-,-,9.58,NaN,0.0096,31.933,safe
306,Bihar,Aurangabad,Deohara Goh,84.5793,25.0045,2023,7.98,805,0.38,16,-,-,12.23,NaN,0.0122,40.767,safe
307,Bihar,Aurangabad,Dhobi Tola Goh,84.6477,24.984,2023,7.93,1906,0.29,38,-,-,0,NaN,0,0,unsafe
308,Bihar,Aurangabad,Etwan,84.5447,25.044,2023,8.1,553,0.46,7,-,-,13.57,NaN,0.0136,45.233,safe
309,Bihar,Aurangabad,Kutumba,84.2209,24.6128,2023,7.81,1395,0.74,31,-,-,2.55,NaN,0.0025,8.5,safe
310,Bihar,Aurangabad,Mahauli,84.1626,24.6146,2023,7.95,1509,0.8,9,-,-,16.53,NaN,0.0165,55.1,moderate
311,Bihar,Aurangabad,Nabinagar,84.1139,24.6399,2023,8.03,659,0.8,10,-,-,8.19,NaN,0.0082,27.3,safe
312,Bihar,Aurangabad,Obra,84.3724,24.8894,2023,7.92,821,0.77,22,-,-,3.23,NaN,0.0032,10.767,safe
313,Bihar,Aurangabad,Rafiganj,84.6318,24.8151,2023,7.76,1133,0.55,20,-,-,18.23,NaN,0.0182,60.767,moderate
314,Bihar,Aurangabad,Tineri Morh,84.6429,24.871,2023,7.68,607,0.57,1,-,-,0,NaN,0,0,safe
315,Bihar,Banka,Amarpur,86.903,25.0387,2023,7.98,825,0.18,14,-,-,3.61,NaN,0.0036,12.033,safe
316,Bihar,Banka,English Morh,86.9057,24.9959,2023,7.83,705,0.14,30,-,-,2.65,NaN,0.0027,8.833,safe
317,Bihar,Banka,Rampur,86.8448,25.0055,2023,7.99,1312,0.13,18,-,-,0,NaN,0,0,safe
318,Bihar,Banka,Banka,86.9234,24.8823,2023,7.69,662,0.25,12,-,-,2.05,NaN,0.002,6.833,safe
319,Bihar,Banka,Chandan,86.665,24.6171,2023,7.91,438,0.73,4,-,-,0.98,NaN,0.001,3.267,safe
320,Bihar,Banka,Baunsi,87.0239,24.8013,2023,7.78,2042,1.18,34,-,-,0.43,NaN,0.0004,1.433,unsafe
321,Bihar,Banka,Panjwara,87.0972,24.853,2023,8.03,576,0.4,30,-,-,0,NaN,0,0,safe
322,Bihar,Banka,Tinmurty,86.6018,24.9179,2023,8.03,718,0.12,8,-,-,0,NaN,0,0,safe
323,Bihar,Banka,Katuria,86.7223,24.7457,2023,7.96,1133,0.39,36,-,-,1.23,NaN,0.0012,4.1,safe
324,Bihar,Banka,Kharharia,86.9327,25.1324,2023,7.85,530,1.08,0,-,-,0,NaN,0,0,safe
325,Bihar,Banka,Sambhuganj,86.7333,25.0806,2023,7.94,904,0.61,9,-,-,0.54,NaN,0.0005,1.8,safe
326,Bihar,Banka,Mirzapur,86.7606,25.0806,2023,7.92,832,1.63,5,-,-,0,NaN,0,0,unsafe
327,Bihar,Begusarai,Bagrash,86.2611,25.559,2023,7.83,828,0.47,11,-,-,2.46,NaN,0.0025,8.2,safe
328,Bihar,Begusarai,Bakhri Salauna,86.261,25.6001,2023,7.61,1192,0.71,25,-,-,4.98,NaN,0.005,16.6,safe
329,Bihar,Begusarai,Peernagar,86.2,25.5769,2023,7.95,1617,0.33,8,-,-,0,NaN,0,0,unsafe
330,Bihar,Begusarai,Badi Balia,86.2755,25.4191,2023,7.74,953,0.59,3,-,-,1.3,NaN,0.0013,4.333,safe
331,Bihar,Begusarai,Bariarpur,86.263,25.399,2023,7.95,1336,0.35,28,-,-,0,NaN,0,0,safe
332,Bihar,Begusarai,Laxminia  *,86.3151,25.4184,2023,7.82,598,0.39,0,-,-,0.66,NaN,0.0007,2.2,safe
333,Bihar,Begusarai,Parihara,86.2738,25.536,2023,8.18,2165,0.68,38,-,-,0,NaN,0,0,unsafe
334,Bihar,Begusarai,Pokharia,86.2648,25.4186,2023,7.63,809,0.26,4,-,-,0,NaN,0,0,safe
335,Bihar,Begusarai,Rahatpur,86.2525,25.3857,2023,7.78,792,0.55,1,-,-,2.95,NaN,0.003,9.833,safe
336,Bihar,Begusarai,Choti Balia,86.3043,25.4221,2023,7.78,692,0.41,4,-,-,1.52,NaN,0.0015,5.067,safe
337,Bihar,Begusarai,Barun ‘0’ Mile,86.0272,25.4476,2023,7.74,949,0.65,1,-,-,0,NaN,0,0,safe
338,Bihar,Begusarai,Barieghu,86.1422,25.3999,2023,8.02,1084,0.46,32,-,-,9.51,NaN,0.0095,31.7,safe
339,Bihar,Begusarai,Begusarai Fc/Ib,86.1371,25.4299,2023,8.11,882,0.85,18,-,-,0,NaN,0,0,safe
340,Bihar,Begusarai,Haridia,86.1409,25.4539,2023,7.85,1155,0.49,5,-,-,2.65,NaN,0.0027,8.833,safe
341,Bihar,Begusarai,Harpur,86.0769,25.4388,2023,7.93,769,0.48,0,-,-,20.63,NaN,0.0206,68.767,moderate
342,Bihar,Begusarai,Kaithma,86.1482,25.3909,2023,8.14,758,0.94,0,-,-,1.63,NaN,0.0016,5.433,safe
343,Bihar,Begusarai,Lakho,86.1866,25.4128,2023,7.73,691,0.78,7,-,-,0.59,NaN,0.0006,1.967,safe
344,Bihar,Begusarai,Mohanpur Usrai,86.1287,25.521,2023,7.73,717,0.75,3,-,-,0,NaN,0,0,safe
345,Bihar,Begusarai,Simri,86.2222,25.6131,2023,7.89,1041,0.44,1,-,-,8.61,NaN,0.0086,28.7,safe
346,Bihar,Begusarai,Cheriya Bariyarpur,86.0906,25.5853,2023,7.81,1994,0.88,29,-,-,3.25,NaN,0.0033,10.833,unsafe
347,Bihar,Begusarai,Gopalpur,86.0225,25.6315,2023,7.91,1055,0.36,2,-,-,0,NaN,0,0,safe
348,Bihar,Begusarai,Kumbhidera,86.06,25.6524,2023,7.66,1987,0.42,15,-,-,0,NaN,0,0,unsafe
349,Bihar,Begusarai,Manjaul   *,86.1233,25.5653,2023,7.95,1640,1.02,28,-,-,19.65,NaN,0.0196,65.5,unsafe
350,Bihar,Begusarai,Aghara,86.0358,25.6175,2023,7.65,1051,0.05,3,-,-,0.32,NaN,0.0003,1.067,safe
351,Bihar,Begusarai,Kumarshan,86.2008,25.6308,2023,7.61,1148,0.5,10,-,-,0,NaN,0,0,safe
352,Bihar,Begusarai,Dariarpur,86.2265,25.3646,2023,7.65,831,0.32,1,-,-,0,NaN,0,0,safe
353,Bihar,Begusarai,Matihani,86.1638,25.3682,2023,7.88,950,0.41,2,-,-,0,NaN,0,0,safe
354,Bihar,Begusarai,Badalpura,86.1573,25.3792,2023,7.98,830,0.18,7,-,-,0,NaN,0,0,safe
355,Bihar,Begusarai,Heera Tola,86.4432,25.4626,2023,7.97,848,0.36,7,-,-,9.26,NaN,0.0093,30.867,safe
356,Bihar,Begusarai,New Jafar,86.3754,25.426,2023,8.01,1042,0.79,27,-,-,4.66,NaN,0.0047,15.533,safe
357,Bihar,Begusarai,Raghunathpur,86.4424,25.4414,2023,7.75,1213,0.21,17,-,-,3.19,NaN,0.0032,10.633,safe
358,Bihar,Begusarai,Sabdalpur,86.4343,25.4256,2023,7.82,829,0.28,24,-,-,4.63,NaN,0.0046,15.433,safe
359,Bihar,Begusarai,Bintoli     * Kalayanpur,86.4179,25.426,2023,7.94,987,0.21,21,-,-,0,NaN,0,0,safe
360,Bihar,Begusarai,Teghra,85.9483,25.4832,2023,7.92,924,0.37,1,-,-,0,NaN,0,0,safe
361,Bihar,Begusarai,Dularpur,85.9242,25.5137,2023,7.74,768,0.28,0,-,-,2.35,NaN,0.0024,7.833,safe
362,Bihar,Bhagalpur,Bhagalpur,86.9792,25.2292,2023,7.68,741,0.91,2,-,-,0,NaN,0,0,safe
363,Bihar,Bhagalpur,Bihpur,86.9416,25.3916,2023,7.81,661,0.09,1,-,-,1.45,NaN,0.0014,4.833,safe
364,Bihar,Bhagalpur,Marwa,86.9221,25.3988,2023,7.76,686,0,4,-,-,9.54,NaN,0.0095,31.8,safe
365,Bihar,Bhagalpur,Harchandpur,87.3361,25.2394,2023,7.85,1301,0.43,3,-,-,0.99,NaN,0.001,3.3,safe
366,Bihar,Bhagalpur,Jagnathpur,87.2808,25.2642,2023,8.05,920,0.38,40,-,-,0,NaN,0,0,safe
367,Bihar,Bhagalpur,Jagdishpur,86.9833,25.1625,2023,7.73,1212,0.29,0,-,-,0,NaN,0,0,safe
368,Bihar,Bhagalpur,Ghoga,87.1651,25.1552,2023,7.94,1505,0.25,9,-,-,0,NaN,0,0,safe
369,Bihar,Bhagalpur,Kahalgaon,87.2417,25.2542,2023,7.64,873,0.25,44,-,-,2.21,NaN,0.0022,7.367,safe
370,Bihar,Bhagalpur,Ramchandrapur Navtoliya,86.89,25.2367,2023,8.03,1684,0.45,119,-,-,0,NaN,0,0,unsafe
371,Bihar,Bhagalpur,Naugachia,87.1068,25.3858,2023,7.68,927,0.26,4,-,-,0.19,NaN,0.0002,0.633,safe
372,Bihar,Bhagalpur,Pirpainti,87.4194,25.8363,2023,8.18,1112,0.31,1,-,-,0,NaN,0,0,safe
373,Bihar,Bhagalpur,Madrauni Chowk,87.1713,25.3977,2023,7.94,774,0.28,0,-,-,10.11,NaN,0.0101,33.7,safe
374,Bihar,Bhagalpur,Nayatola Agarpur,87.0436,25.1811,2023,8.09,1215,0.25,32,-,-,0.77,NaN,0.0008,2.567,safe
375,Bihar,Bhagalpur,Sabaur,87.046,25.246,2023,7.94,1505,0.49,15,-,-,2.64,NaN,0.0026,8.8,safe
376,Bihar,Bhagalpur,Shahkund,86.8125,25.175,2023,7.91,842,0.75,37,-,-,0,NaN,0,0,safe
377,Bihar,Bhagalpur,Sonhaula,87.1622,25.0897,2023,7.85,665,0.31,4,-,-,12.51,NaN,0.0125,41.7,safe
378,Bihar,Bhagalpur,Akbarnagar,86.8083,25.225,2023,8.02,955,0.58,37,-,-,2.46,NaN,0.0025,8.2,safe
379,Bihar,Bhagalpur,Sultanganj,86.7,25.2417,2023,7.76,1021,0.43,46,-,-,0,NaN,0,0,unsafe
380,Bihar,Bhojpur,Haswadih,84.4027,25.407,2023,8.12,671,0.59,10,-,-,0,NaN,0,0,safe
